Domain,Split,Text,Aspect,Category,Sentiment,Opinion,Is_Implicit_Aspect,Is_Implicit_Opinion,Text_Length
appsid,train,5 per tahun dan yang paling juara bisa bikin banyak pos tabungan untuk berbagai kebutuhan,"1,3",INTEREST_RETURNS,2,"-1,-1",False,True,15
appsid,train,aku suka fitur allo deposito karena prosesnya praktis dan bisa dilakukan langsung dari aplikasi tanpa ribet,"2,3",FEATURES_PRODUCT,2,"1,2",False,False,16
appsid,train,aku suka fitur allo deposito karena prosesnya praktis dan bisa dilakukan langsung dari aplikasi tanpa ribet,"4,5",INTEREST_RETURNS,2,"7,8",False,False,16
appsid,train,bunga juga cukup menarik,"0,1",INTEREST_RETURNS,2,"3,4",False,False,4
appsid,train,tampilan aplikasi mudah dipahami dan sejauh ini pengalamanku cukup memuaskan,"0,1",UI_UX_DESIGN,2,"2,3",False,False,10
appsid,train,allo deposito sangat mudah digunakan,"1,2",INTEREST_RETURNS,2,"2,4",False,False,5
appsid,train,sangat puas menggunakan allo bank,"-1,-1",FEATURES_PRODUCT,2,"0,2",True,False,5
appsid,train,bunga juga menarik,"0,1",INTEREST_RETURNS,2,"2,3",False,False,3
appsid,train,cocok untuk menyimpan dana dengan aman,"-1,-1",SECURITY_FRAUD,2,"5,6",True,False,6
appsid,train,pengalaman pakai allo bank sejauh ini bagus,"-1,-1",FEATURES_PRODUCT,2,"6,7",True,False,7
appsid,train,banyak promo yang lumayan menguntungkan,"1,2",PROMO_MARKETING,2,"4,5",False,False,5
appsid,train,aplikasi mudah dipakai,"-1,-1",UI_UX_DESIGN,2,"1,3",True,False,3
appsid,train,allo bank sangat mudah digunakan dengan proses transaksi yang cepat dan aplikasi yang ringan,"7,8",TRANSACTION_TRANSFER,2,"2,4",False,False,14
appsid,train,fitur lengkap,"0,1",FEATURES_PRODUCT,2,"1,2",False,False,2
appsid,train,sering ada promo menarik,"2,3",PROMO_MARKETING,2,"3,4",False,False,4
appsid,train,dan notifikasi transaksi selalu real - time,"1,3",NOTIFICATION_INFO,2,"-1,-1",False,True,7
appsid,train,sangat puas menggunakan allo bank,"-1,-1",FEATURES_PRODUCT,2,"0,2",True,False,5
appsid,train,aplikasi allo bank sangat membantu,"-1,-1",FEATURES_PRODUCT,2,"3,5",True,False,5
appsid,train,banyak fitur - fitur yang membantu,"1,2",FEATURES_PRODUCT,2,"5,6",False,False,6
appsid,train,bikin jadi lebih mudah bertransaksi tanpa perlu bawa card kmna,"-1,-1",UI_UX_DESIGN,2,"3,4",True,False,10
appsid,train,kalau transparan dari awal di beritahukan kalau bagus atas itu bisa di pakai sebagai hutang,"-1,-1",FEATURES_PRODUCT,2,"7,8",True,False,15
appsid,train,ini murni penipuan dan memakai dana nasabah untuk transaksi,"2,3",SECURITY_FRAUD,0,"2,3",False,False,9
appsid,train,ini murni penipuan dan memakai dana nasabah untuk transaksi,"8,9",TRANSACTION_TRANSFER,0,"-1,-1",False,True,9
appsid,train,aplikasi tidak transparan dan menipu nasabah,"-1,-1",SECURITY_FRAUD,1,"4,5",True,False,6
appsid,train,dari semua pay later yang ada ini benar - benar aplikasi yang menipu nasabahnya buruk di beri respon tranparan,"17,18",CUSTOMER_SERVICE,0,"12,13",False,False,19
appsid,train,buka simpanan berjangka jadi mudah tidak perlu rumit ke bank aslinya,"-1,-1",UI_UX_DESIGN,2,"7,8",True,False,11
appsid,train,fitur allo deposito nya juara sih,"0,1",FEATURES_PRODUCT,2,"-1,-1",False,True,6
appsid,train,fitur allo deposito nya juara sih,"2,3",INTEREST_RETURNS,2,"-1,-1",False,True,6
appsid,train,allo bank ini juga memungkinkan membuka deposito dengan fitur allo deposito dengan nominal yang jauh lebih terjangkau secara online,"6,7",INTEREST_RETURNS,2,"16,17",False,False,19
appsid,train,allo bank ini juga memungkinkan membuka deposito dengan fitur allo deposito dengan nominal yang jauh lebih terjangkau secara online,"8,9",FEATURES_PRODUCT,2,"-1,-1",False,True,19
appsid,train,tetap mendapatkan keuntungan maksimal,"2,3",INTEREST_RETURNS,2,"-1,-1",False,True,4
appsid,train,ada juga virtual credit card yang mana berfungsi seperti kartu kredit digital yang memberikan kemudahan untuk melakukan transaksi beli sekarang bayar nanti playlater atau cicilan tanpa perlu kartu fisi,"9,11",TRANSACTION_TRANSFER,2,"-1,-1",False,True,29
appsid,train,ada juga virtual credit card yang mana berfungsi seperti kartu kredit digital yang memberikan kemudahan untuk melakukan transaksi beli sekarang bayar nanti playlater atau cicilan tanpa perlu kartu fisi,"17,18",TRANSACTION_TRANSFER,2,"-1,-1",False,True,29
appsid,train,ada juga virtual credit card yang mana berfungsi seperti kartu kredit digital yang memberikan kemudahan untuk melakukan transaksi beli sekarang bayar nanti playlater atau cicilan tanpa perlu kartu fisi,"20,22",FEATURES_PRODUCT,2,"-1,-1",False,True,29
appsid,train,ada juga virtual credit card yang mana berfungsi seperti kartu kredit digital yang memberikan kemudahan untuk melakukan transaksi beli sekarang bayar nanti playlater atau cicilan tanpa perlu kartu fisi,"24,25",FEATURES_PRODUCT,2,"-1,-1",False,True,29
appsid,train,aplikasi allo bank mudah digunakan,"-1,-1",UI_UX_DESIGN,2,"3,5",True,False,5
appsid,train,proses buka rekening cepat,"1,3",ONBOARDING_KYC,2,"3,4",False,False,4
appsid,train,dan transaksi berjalan lancar,"1,2",TRANSACTION_TRANSFER,2,"3,4",False,False,4
appsid,train,transfer dan pembayaran juga praktis dan banyak promo,"0,1",TRANSACTION_TRANSFER,2,"-1,-1",False,True,8
appsid,train,transfer dan pembayaran juga praktis dan banyak promo,"2,3",TRANSACTION_TRANSFER,2,"4,5",False,False,8
appsid,train,transfer dan pembayaran juga praktis dan banyak promo,"7,8",PROMO_MARKETING,2,"-1,-1",False,True,8
appsid,train,sangat membantu untuk kebutuhan perbankan sehari - hari,"-1,-1",FEATURES_PRODUCT,2,"0,2",True,False,8
appsid,train,mekanisme pendaftaran akun sama pengajuan bayar nanti mudah dan tidak gangguan sama sekali,"1,2",ONBOARDING_KYC,2,"-1,-1",False,True,13
appsid,train,mekanisme pendaftaran akun sama pengajuan bayar nanti mudah dan tidak gangguan sama sekali,"4,5",ONBOARDING_KYC,2,"-1,-1",False,True,13
appsid,train,mekanisme pendaftaran akun sama pengajuan bayar nanti mudah dan tidak gangguan sama sekali,"5,7",FEATURES_PRODUCT,2,"7,8",False,False,13
appsid,train,mekanisme pendaftaran akun sama pengajuan bayar nanti mudah dan tidak gangguan sama sekali,"10,11",APP_PERFORMANCE,2,"-1,-1",False,True,13
appsid,train,semuanya lancar sampai mendapatkan limit awal hingga dana dapat dipakai,"4,5",ACCOUNT_MANAGEMENT,2,"1,2",False,False,10
appsid,train,sangat puas menggunakan allo bank aplikasi mudah digunakan,"-1,-1",UI_UX_DESIGN,2,"0,2",True,False,8
appsid,train,transaksi cepat dan fitur lengkap,"0,1",TRANSACTION_TRANSFER,2,"1,2",False,False,5
appsid,train,transaksi cepat dan fitur lengkap,"3,4",FEATURES_PRODUCT,2,"4,5",False,False,5
appsid,train,aku juga menggunakan allo deposito proses pembukaannya praktis,"4,5",INTEREST_RETURNS,2,"7,8",False,False,8
appsid,train,aplikasi allo bank memiliki antarmuka yang cukup sederhana dan mudah digunakan,"4,5",UI_UX_DESIGN,2,"9,11",False,False,11
appsid,train,dengan mekanisme transaksi yang relatif efisien,"2,3",TRANSACTION_TRANSFER,2,"5,6",False,False,6
appsid,train,proses transfer,"1,2",TRANSACTION_TRANSFER,2,"-1,-1",False,True,2
appsid,train,pembayaran,"0,1",TRANSACTION_TRANSFER,2,"-1,-1",False,True,1
appsid,train,maupun pengelolaan saldo dapat dilakukan secara cepat tanpa banyak langkah yang membingungkan pengguna,"2,3",NOTIFICATION_INFO,2,"6,7",False,False,13
appsid,train,ulasan jujur allo bank - banyak promo yang benaran kepake,"6,7",PROMO_MARKETING,2,"-1,-1",False,True,10
appsid,train,dari bagus atas e - wallet,"3,6",TRANSACTION_TRANSFER,2,"1,2",False,False,6
appsid,train,bayar tagihan,"0,2",TRANSACTION_TRANSFER,2,"-1,-1",False,True,2
appsid,train,sekarang tidak perlu ribet - ribet bawa kartu fisik lagi,"7,9",FEATURES_PRODUCT,2,"3,4",False,False,10
appsid,train,jadi lebih mudah untuk pembayaran atau transaksi yang lainnya,"4,5",TRANSACTION_TRANSFER,2,"2,3",False,False,9
appsid,train,jadi lebih mudah untuk pembayaran atau transaksi yang lainnya,"6,7",TRANSACTION_TRANSFER,2,"-1,-1",False,True,9
appsid,train,transaksi qr sering error,"0,1",TRANSACTION_TRANSFER,0,"2,4",False,False,4
appsid,train,lelet,"-1,-1",APP_PERFORMANCE,0,"0,1",True,False,1
appsid,train,bunga dan administrasi tinggi,"0,1",INTEREST_RETURNS,1,"-1,-1",False,True,4
appsid,train,bunga dan administrasi tinggi,"2,3",FEES_CHARGES,1,"3,4",False,False,4
appsid,train,tiap transaksi dikit2 kena admin,"4,5",CUSTOMER_SERVICE,0,"-1,-1",False,True,5
appsid,train,sudah bagus atas limit,"3,4",ACCOUNT_MANAGEMENT,2,"1,2",False,False,4
appsid,train,pas mau cairkan dana instant ke dompet allo kok jadi mirip pinjaman online lintah darat dikenakan tagihan bulanan,"11,13",FEATURES_PRODUCT,0,"-1,-1",False,True,18
appsid,train,pas mau cairkan dana instant ke dompet allo kok jadi mirip pinjaman online lintah darat dikenakan tagihan bulanan,"16,17",TRANSACTION_TRANSFER,0,"-1,-1",False,True,18
appsid,train,coba belajar di aplikasi sebelah fitur dana tarik saldo ke wallet tidak dijebak dan tidak kena administrasi,"5,6",FEATURES_PRODUCT,0,"-1,-1",False,True,17
appsid,train,coba belajar di aplikasi sebelah fitur dana tarik saldo ke wallet tidak dijebak dan tidak kena administrasi,"8,9",NOTIFICATION_INFO,0,"-1,-1",False,True,17
appsid,train,coba belajar di aplikasi sebelah fitur dana tarik saldo ke wallet tidak dijebak dan tidak kena administrasi,"16,17",FEES_CHARGES,0,"-1,-1",False,True,17
appsid,train,bagi yang tidak suka ribet,"-1,-1",UI_UX_DESIGN,0,"3,4",True,False,5
appsid,train,saya direkomendasikan aplikasi allobank ini untuk tidak di download,"-1,-1",FEATURES_PRODUCT,2,"1,2",True,False,9
appsid,train,coba pakai allo bank dari beberapa bulan lalu dan ternyata bagus bgt,"-1,-1",FEATURES_PRODUCT,2,"10,11",True,False,12
appsid,train,yang paling aku suka dari allo bank itu fitur allo grow,"8,9",FEATURES_PRODUCT,2,"3,4",False,False,11
appsid,train,fitur ini cocok sangat untuk yang ingin menabung dengan lebih fleksibel karena dana tetap bisa berkembang dengan bunga yang menarik dan cocok juga untuk yang ingin nabung dana darurat atau sekedar tabungan untuk jangka pendek,"17,18",INTEREST_RETURNS,2,"19,20",False,False,35
appsid,train,fitur ini cocok sangat untuk yang ingin menabung dengan lebih fleksibel karena dana tetap bisa berkembang dengan bunga yang menarik dan cocok juga untuk yang ingin nabung dana darurat atau sekedar tabungan untuk jangka pendek,"31,32",FEATURES_PRODUCT,2,"-1,-1",False,True,35
appsid,train,proses pembukaannya juga mudah langsung dari aplikasi,"-1,-1",UI_UX_DESIGN,2,"3,4",True,False,7
appsid,train,banyak promo yang menarik terutama kalau sering belanja atau jajan di gerai ct corp,"1,2",PROMO_MARKETING,2,"3,4",False,False,14
appsid,train,potongan harganya lumayan sangat untuk menghemat pengeluaran bulanan,"0,1",FEES_CHARGES,2,"-1,-1",False,True,8
appsid,train,transaksi jadi lebih nyaman dan penarikannya juga instan jadi lebih praktis,"0,1",TRANSACTION_TRANSFER,2,"3,4",False,False,11
appsid,train,aku sangat puas menggunakan allo deposito,"5,6",INTEREST_RETURNS,2,"1,3",False,False,6
appsid,train,sangat praktis,"-1,-1",UI_UX_DESIGN,2,"0,2",True,False,2
appsid,train,membuat pengalaman menabung jadi lebih nyaman,"-1,-1",FEATURES_PRODUCT,2,"5,6",True,False,6
appsid,train,semoga ke depannya allo deposito terus memberikan pelayanan terbaik,"7,8",CUSTOMER_SERVICE,2,"8,9",False,False,9
appsid,train,dan menghadirkan lebih banyak fitur yang bermanfaat bagi para penggunanya,"4,5",FEATURES_PRODUCT,2,"6,7",False,False,10
appsid,train,hari ini aku coba fitur allo deposito di allo bank dan benaran layak itu banget,"4,5",FEATURES_PRODUCT,2,"-1,-1",False,True,15
appsid,train,hari ini aku coba fitur allo deposito di allo bank dan benaran layak itu banget,"6,7",INTEREST_RETURNS,2,"12,13",False,False,15
appsid,train,bunga kompetitif,"0,1",INTEREST_RETURNS,2,"-1,-1",False,True,2
appsid,train,tenornya fleksibel dari 1 - 24 bulan jadi bisa disesuaikan sama target keuangan,"11,12",FEATURES_PRODUCT,2,"-1,-1",False,True,13
appsid,train,tidak rumit isi form kertas,"-1,-1",UI_UX_DESIGN,2,"1,2",True,False,5
appsid,train,tetap aman karena sudah dijamin lps,"4,5",SECURITY_FRAUD,2,"1,2",False,False,6
appsid,train,tetap aman karena sudah dijamin lps,"5,6",SECURITY_FRAUD,2,"-1,-1",False,True,6
appsid,train,aplikasi bank digital yang sangat membantu untuk mengelola keuangan masa depan,"-1,-1",FEATURES_PRODUCT,2,"4,6",True,False,11
appsid,train,proses pembukaan allo deposito ternyata sangat mudah,"3,4",INTEREST_RETURNS,2,"5,7",False,False,7
appsid,train,dan bunga juga kompetitif,"1,2",INTEREST_RETURNS,2,"-1,-1",False,True,4
appsid,train,sangat direkomendasikan untuk yang mau mulai belajar investasi aman,"7,8",FEATURES_PRODUCT,2,"1,2",False,False,9
appsid,train,sejauh ini pakai aplikasi allo bank selalu cepat pelayananya,"-1,-1",FEATURES_PRODUCT,2,"7,8",True,False,9
appsid,train,pas daftar juga gampang,"1,2",ONBOARDING_KYC,2,"3,4",False,False,4
appsid,train,transaksi di allo bank juga selalu lancar dan cepat,"0,1",TRANSACTION_TRANSFER,2,"5,7",False,False,9
appsid,train,allo bank sangat membantu saya,"-1,-1",FEATURES_PRODUCT,2,"2,4",True,False,5
appsid,train,aplikasi tidak ribet,"-1,-1",UI_UX_DESIGN,2,"2,3",True,False,3
appsid,train,apalagi untuk pengguna allo bank tersedia banyak promo cashback dan diskon,"7,8",PROMO_MARKETING,2,"-1,-1",False,True,11
appsid,train,apalagi untuk pengguna allo bank tersedia banyak promo cashback dan diskon,"8,9",INTEREST_RETURNS,2,"-1,-1",False,True,11
appsid,train,apalagi untuk pengguna allo bank tersedia banyak promo cashback dan diskon,"10,11",PROMO_MARKETING,2,"-1,-1",False,True,11
appsid,train,sudah pembaruan bahkan sulit login,"1,2",APP_PERFORMANCE,0,"-1,-1",False,True,5
appsid,train,koneksi bagus dibuat aplikasi lain dan tidak bisa multitasking setiap kembali ke aplikasi selalu login kalau login lagi sulit masuk,"14,15",AUTH_ACCESS,0,"-1,-1",False,True,20
appsid,train,kendala koneksi terus,"-1,-1",FEATURES_PRODUCT,0,"0,1",True,False,3
appsid,train,cepat unduh allo deposito ini sangat penting untuk kebutuhan kita sehari - hari untuk transaksi pemabayaran ditambah banyak diskonnya tauu,"3,4",INTEREST_RETURNS,2,"0,1",False,False,20
appsid,train,cepat unduh allo deposito ini sangat penting untuk kebutuhan kita sehari - hari untuk transaksi pemabayaran ditambah banyak diskonnya tauu,"14,15",TRANSACTION_TRANSFER,2,"-1,-1",False,True,20
appsid,train,pakai allo bank ini banyak sangat promo nya dari diskon sampai cashback semuanya ada,"6,7",PROMO_MARKETING,2,"-1,-1",False,True,14
appsid,train,pakai allo bank ini banyak sangat promo nya dari diskon sampai cashback semuanya ada,"9,10",PROMO_MARKETING,2,"-1,-1",False,True,14
appsid,train,pakai allo bank ini banyak sangat promo nya dari diskon sampai cashback semuanya ada,"11,12",INTEREST_RETURNS,2,"-1,-1",False,True,14
appsid,train,sering tersedia promo menarik yang membuat transaksi menjadi lebih hemat dan menguntungkan bagi penggunanya,"6,7",TRANSACTION_TRANSFER,2,"11,12",False,False,14
appsid,train,sering tersedia promo menarik yang membuat transaksi menjadi lebih hemat dan menguntungkan bagi penggunanya,"2,3",PROMO_MARKETING,2,"3,4",False,False,14
appsid,train,proses registrasinya mudah,"-1,-1",UI_UX_DESIGN,2,"2,3",True,False,3
appsid,train,fitur yang tersedia lengkap,"0,1",FEATURES_PRODUCT,2,"3,4",False,False,4
appsid,train,mulai dari transfer,"2,3",TRANSACTION_TRANSFER,2,"-1,-1",False,True,3
appsid,train,pembayaran tagihan,"0,1",TRANSACTION_TRANSFER,2,"-1,-1",False,True,2
appsid,train,pembayaran tagihan,"1,2",TRANSACTION_TRANSFER,2,"-1,-1",False,True,2
appsid,train,pembelian pulsa,"1,2",TRANSACTION_TRANSFER,2,"-1,-1",False,True,2
appsid,train,hingga allo deposito,"2,3",INTEREST_RETURNS,2,"-1,-1",False,True,3
appsid,train,aplikasi juga mudah digunakan dengan tampilan yang sederhana,"5,6",UI_UX_DESIGN,2,"2,4",False,False,8
appsid,train,jadi juga bisa lebih fleksibel untuk mengatur butuh berapa di setiap harinya,"-1,-1",FEATURES_PRODUCT,2,"4,5",True,False,12
appsid,train,aplikasi loading terus,"1,2",APP_PERFORMANCE,0,"1,3",False,False,3
appsid,train,setiap mau masuk pas sudah login tiba - tiba loading dan kepental keluar harus login lagi,"5,6",AUTH_ACCESS,0,"-1,-1",False,True,16
appsid,train,aplikasi sudah pembaruan yang terbaru,"2,3",APP_PERFORMANCE,0,"-1,-1",False,True,5
appsid,train,aplikasi sangat mudah digunakan,"-1,-1",UI_UX_DESIGN,2,"1,3",True,False,4
appsid,train,dan proses transaksinya cepat,"-1,-1",FEATURES_PRODUCT,2,"3,4",True,False,4
appsid,train,fitur allo deposito juga praktis dan membantu aku mengatur keuangan dengan lebih baik,"0,1",FEATURES_PRODUCT,2,"-1,-1",False,True,13
appsid,train,fitur allo deposito juga praktis dan membantu aku mengatur keuangan dengan lebih baik,"2,3",INTEREST_RETURNS,2,"6,7",False,False,13
appsid,train,semoga ke depannya fitur terus dikembangkan agar semakin bermanfaat bagi pengguna,"3,4",FEATURES_PRODUCT,2,"8,9",False,False,11
appsid,train,lebih nyaman digunakan tanpa langkah yang rumit,"-1,-1",UI_UX_DESIGN,2,"1,2",True,False,7
appsid,train,allo bank ini praktis sangat karena diskonnya berasa langsung tiap belanja di jaringan ct corp,"-1,-1",UI_UX_DESIGN,2,"3,4",True,False,15
appsid,train,mantap sangat deh pokoknyaa hebat,"-1,-1",FEATURES_PRODUCT,2,"4,5",True,False,5
appsid,train,atau kalau mau dapat bunga lebih gede tinggal memasuki ke allo deposito,"4,5",INTEREST_RETURNS,2,"-1,-1",False,True,12
appsid,train,atau kalau mau dapat bunga lebih gede tinggal memasuki ke allo deposito,"11,12",INTEREST_RETURNS,2,"-1,-1",False,True,12
appsid,train,fitur virtual debit card - nya membantu sangat untuk bayar langganan streaming atau belanja daring tanpa rumit pakai kartu fisik,"0,1",FEATURES_PRODUCT,2,"6,7",False,False,20
appsid,train,fitur virtual debit card - nya membantu sangat untuk bayar langganan streaming atau belanja daring tanpa rumit pakai kartu fisik,"18,20",FEATURES_PRODUCT,2,"16,17",False,False,20
appsid,train,fitur allo grow sangat membantu untuk mengelola dana dengan lebih mudah,"0,1",FEATURES_PRODUCT,2,"3,5",False,False,11
appsid,train,nyaman digunakan,"-1,-1",FEATURES_PRODUCT,2,"0,1",True,False,2
appsid,train,aku sangat terbantu dengan adanya virtual debit card ini,"-1,-1",FEATURES_PRODUCT,2,"1,3",True,False,9
appsid,train,proses transaksi menjadi lebih cepat,"1,2",TRANSACTION_TRANSFER,2,"4,5",False,False,5
appsid,train,pengalaman menggunakan layanannya sangat memuaskan dan terpercaya,"-1,-1",SECURITY_FRAUD,2,"4,5",True,False,7
appsid,train,dan sangat praktis untuk segala kebutuhan pembayaran secara daring,"6,7",TRANSACTION_TRANSFER,2,"1,3",False,False,9
appsid,train,mantap,"-1,-1",FEATURES_PRODUCT,2,"0,1",True,False,1
appsid,train,aplikasi mudah digunakan dan fitur semakin lengkap,"4,5",FEATURES_PRODUCT,2,"6,7",False,False,7
appsid,train,jadi makin praktis untuk transaksi online,"4,5",TRANSACTION_TRANSFER,2,"2,3",False,False,6
appsid,train,aplikasi allo bank membantu banget untuk kebutuhan sehari - hari,"-1,-1",FEATURES_PRODUCT,2,"3,4",True,False,10
appsid,train,fitur virtual debit card jadi favoritku karena bikin transaksi daring makin praktis,"0,1",FEATURES_PRODUCT,2,"-1,-1",False,True,12
appsid,train,fitur virtual debit card jadi favoritku karena bikin transaksi daring makin praktis,"8,9",TRANSACTION_TRANSFER,2,"11,12",False,False,12
appsid,train,apalagi sekarang sudah ada fitur allo grow yang semakin mempermudah aku untuk menabung dan menjamin uang aku 100 aman,"4,5",FEATURES_PRODUCT,2,"-1,-1",False,True,19
appsid,train,bagus sekali allo bank bagus,"-1,-1",FEATURES_PRODUCT,2,"0,1",True,False,5
appsid,train,aplikasi allo bank sangat mudah digunakan,"-1,-1",UI_UX_DESIGN,2,"3,5",True,False,6
appsid,train,semoga ke depannya fitur semakin lengkap dan pelayanannya tetap baik,"3,4",FEATURES_PRODUCT,2,"5,6",False,False,10
appsid,train,aku suka fitur allo deposito karena prosesnya praktis dan tampilannya mudah dipahami,"4,5",INTEREST_RETURNS,2,"7,8",False,False,12
appsid,train,hati - hati untuk kalian yang mau bagus atas limit,"9,10",ACCOUNT_MANAGEMENT,2,"7,8",False,False,10
appsid,train,dan setelah bayar kita tidak hanya bayar bunga nya saja,"7,8",INTEREST_RETURNS,0,"-1,-1",False,True,10
appsid,train,sisa uang kalian akan di jadikan limit sisanya tidak bisa ditarik keculi kalian minjam lagi secara tidak langsung biar kita terus menerus menggunakan bayar nanti benar - benar licik ngejebak kita sebagai nasabah,"6,7",ACCOUNT_MANAGEMENT,0,"8,10",False,False,33
appsid,train,sisa uang kalian akan di jadikan limit sisanya tidak bisa ditarik keculi kalian minjam lagi secara tidak langsung biar kita terus menerus menggunakan bayar nanti benar - benar licik ngejebak kita sebagai nasabah,"23,25",FEATURES_PRODUCT,0,"-1,-1",False,True,33
appsid,train,allo bank paling malas kalau login pasti susah,"5,6",AUTH_ACCESS,0,"7,8",False,False,8
appsid,train,selalu terkendala jaringan,"-1,-1",FEATURES_PRODUCT,0,"1,2",True,False,3
appsid,train,jaringan bagus kok bahkan tidak bisa login,"4,7",AUTH_ACCESS,0,"4,6",False,False,7
appsid,train,salah satu aplikasi yang menurut aku paling nyaman dipakai sehari - hari,"-1,-1",FEATURES_PRODUCT,2,"7,8",True,False,12
appsid,train,registrasi mudah,"0,1",ONBOARDING_KYC,2,"1,2",False,False,2
appsid,train,navigasi sederhana,"0,1",UI_UX_DESIGN,2,"1,2",False,False,2
appsid,train,dan transaksi sejauh ini berjalan lancar,"1,2",TRANSACTION_TRANSFER,2,"5,6",False,False,6
appsid,train,fitur virtual debit card juga sangat membantu saat bertransaksi daring karena praktis dan tidak ribet,"0,1",FEATURES_PRODUCT,2,"5,7",False,False,15
appsid,train,semoga pengembang terus menghadirkan inovasi baru serta menjaga kualitas layanan yang sudah baik ini,"9,10",FEATURES_PRODUCT,2,"-1,-1",False,True,14
appsid,train,desain aplikasi rapi dan tidak membingungkan pengguna baru,"0,1",UI_UX_DESIGN,2,"5,6",False,False,8
appsid,train,informasi mengenai allo deposito juga tersusun jelas,"3,4",INTEREST_RETURNS,2,"6,7",False,False,7
appsid,train,lebih mudah dipahami,"-1,-1",UI_UX_DESIGN,2,"1,2",True,False,3
appsid,train,semoga terus ada peningkatan fitur,"4,5",FEATURES_PRODUCT,2,"-1,-1",False,True,5
appsid,train,allobank aplikasi yang sangat bagus aplikasi ini sangat membantu untuk proses pembayaran dan fitur bayar nanti nya berguna sangat karena bisa digunakan saat membutuhkan dana saat mendesak,"11,12",TRANSACTION_TRANSFER,2,"7,9",False,False,27
appsid,train,allobank aplikasi yang sangat bagus aplikasi ini sangat membantu untuk proses pembayaran dan fitur bayar nanti nya berguna sangat karena bisa digunakan saat membutuhkan dana saat mendesak,"13,14",FEATURES_PRODUCT,2,"-1,-1",False,True,27
appsid,train,allobank aplikasi yang sangat bagus aplikasi ini sangat membantu untuk proses pembayaran dan fitur bayar nanti nya berguna sangat karena bisa digunakan saat membutuhkan dana saat mendesak,"14,16",FEATURES_PRODUCT,2,"17,18",False,False,27
appsid,train,direkomendasikan untuk yang ingin mulai menabung dengan nyaman,"-1,-1",FEATURES_PRODUCT,2,"0,1",True,False,8
appsid,train,dan cocok untuk membantu mengelola dana dengan lebih praktis,"-1,-1",UI_UX_DESIGN,2,"3,4",True,False,9
appsid,train,dengan adanya fitur virtual debit card memudahkan aku untuk melakukan pembayaran saat transaksi,"2,3",FEATURES_PRODUCT,2,"-1,-1",False,True,13
appsid,train,dengan adanya fitur virtual debit card memudahkan aku untuk melakukan pembayaran saat transaksi,"10,11",TRANSACTION_TRANSFER,2,"-1,-1",False,True,13
appsid,train,dengan adanya fitur virtual debit card memudahkan aku untuk melakukan pembayaran saat transaksi,"12,13",TRANSACTION_TRANSFER,2,"-1,-1",False,True,13
appsid,train,hingga bisa di gunakan dari warung kecil sampai e - commerce,"8,11",TRANSACTION_TRANSFER,1,"6,7",False,False,11
appsid,train,halo aku tidak bisa pembaruan mau foto ktp pastingak bisa tolong bagaimana supaya bisa pembaruan karena aku sudah terlanjur bagus atas memasuki ke aplikasi allo bank uang nya,"4,5",APP_PERFORMANCE,0,"2,4",False,False,28
appsid,train,halo aku tidak bisa pembaruan mau foto ktp pastingak bisa tolong bagaimana supaya bisa pembaruan karena aku sudah terlanjur bagus atas memasuki ke aplikasi allo bank uang nya,"6,8",ONBOARDING_KYC,1,"-1,-1",False,True,28
appsid,train,halo aku tidak bisa pembaruan mau foto ktp pastingak bisa tolong bagaimana supaya bisa pembaruan karena aku sudah terlanjur bagus atas memasuki ke aplikasi allo bank uang nya,"4,5",APP_PERFORMANCE,2,"19,20",False,False,28
appsid,train,maunkirim dinsuruh pembaruan pas kamu verifikasi ktp bahkan tidak bisa bagaimana ini,"5,6",ONBOARDING_KYC,0,"-1,-1",False,True,12
appsid,train,maunkirim dinsuruh pembaruan pas kamu verifikasi ktp bahkan tidak bisa bagaimana ini,"6,7",ONBOARDING_KYC,0,"8,10",False,False,12
appsid,train,aplikasi nya sudah bagus,"-1,-1",FEATURES_PRODUCT,2,"3,4",True,False,4
appsid,train,lambat sangat anjing berasa pakai ponsel zaman batu,"-1,-1",APP_PERFORMANCE,0,"0,1",True,False,8
appsid,train,waktu pertama unduh dapat bayar nanti hanya 300rb berikut sulit untuk dipakai akhirnya aku uninstall nah hari ini aku penasaran lalu saya unduh lagi,"4,6",FEATURES_PRODUCT,0,"9,10",False,False,24
appsid,train,saya pilih cicilan paling ringan,"2,3",FEATURES_PRODUCT,2,"-1,-1",False,True,5
appsid,train,ternyata aku kurang teliti,"-1,-1",FEATURES_PRODUCT,1,"2,3",True,False,4
appsid,train,dihitung2 bisa 3x lipat dari pinjaman jumlahnya lucu,"5,6",FEATURES_PRODUCT,2,"-1,-1",False,True,8
appsid,train,sudah resiko aku tidak teliti terimakasih sudah membantu,"-1,-1",FEATURES_PRODUCT,2,"7,8",True,False,8
appsid,train,pernah merasa tabungan hanya numpang lewat dan bunga gitu - gitu aja,"2,3",FEATURES_PRODUCT,2,"-1,-1",False,True,12
appsid,train,pernah merasa tabungan hanya numpang lewat dan bunga gitu - gitu aja,"7,8",INTEREST_RETURNS,2,"-1,-1",False,True,12
appsid,train,saatnya pembaruan cara kamu menyimpan uang lewat allo grow di aplikasi allo bank,"1,2",APP_PERFORMANCE,2,"-1,-1",False,True,13
appsid,train,allo bank sangat mudah digunakan dan transaksinya cepat,"-1,-1",UI_UX_DESIGN,2,"2,4",True,False,8
